160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185
6.9869e-23,9.03928e-23,1.05235e-22,1.26794e-22,1.522e-22,1.78076e-22,2.13012e-22,2.50121e-22,2.85164e-22,3.23965e-22,3.23016e-22,3.46702e-22,4.07796e-22,4.81581e-22,5.59443e-22,5.19656e-22,4.19566e-22,4.45658e-22,4.64591e-22,2.58609e-22,3.85651e-22,3.93155e-22,3.55024e-22,3.61148e-22,3.8988e-22,5.78935e-22
3.99483e-22,5.25059e-22,6.67424e-22,7.55647e-22,5.54453e-22,4.81647e-22,5.80835e-22,6.98092e-22,1.0485e-21,6.57909e-22,8.61147e-22,9.16278e-22,1.00475e-21,9.04065e-22,6.3582e-22,8.66241e-22,7.48838e-22,1.46288e-21,8.6467e-22,9.23475e-22,1.02788e-21,1.07167e-21,1.2177e-21,1.24542e-21,1.38717e-21,1.42526e-21
2.18746e-21,5.15995e-21,3.07268e-21,2.84654e-21,4.88264e-21,2.44109e-21,3.44442e-21,3.97215e-21,2.11013e-21,2.26765e-21,2.62564e-21,1.83962e-21,1.42747e-21,1.50609e-21,1.26226e-21,1.03439e-21,8.87911e-22,7.06806e-22,6.21236e-22,5.26901e-22,4.68203e-22,4.46927e-22,3.36412e-22,3.22009e-22,2.69233e-22,2.34113e-22
5.34966e-22,5.92729e-22,8.78284e-22,9.73153e-22,1.03039e-21,1.47993e-21,1.23549e-21,1.6193e-21,1.27501e-21,1.31385e-21,1.01337e-21,1.03531e-21,1.43769e-21,1.0598e-21,1.08285e-21,1.83148e-21,1.42382e-21,1.4232e-21,1.38778e-21,2.41374e-21,1.25581e-21,1.58696e-21,1.43861e-21,1.97243e-21,1.29901e-21,9.66859e-22
5.84329e-21,6.87707e-21,5.37066e-21,1.17004e-20,1.08041e-20,8.7191e-21,1.05201e-20,1.57746e-20,2.0948e-20,1.19305e-20,2.16368e-20,1.50719e-20,1.58439e-20,2.527e-20,1.79484e-20,2.42296e-20,2.43832e-20,1.89016e-20,2.20629e-20,2.52979e-20,2.54372e-20,1.86717e-20,1.8686e-20,2.44799e-20,2.08776e-20,1.48391e-20
1.66872e-21,1.66946e-21,1.71037e-21,1.70002e-21,2.08643e-21,2.06962e-21,2.04515e-21,1.62487e-21,1.59791e-21,1.61036e-21,1.57504e-21,1.54892e-21,1.51109e-21,1.50418e-21,1.48548e-21,1.4419e-21,1.42927e-21,1.39477e-21,1.72308e-21,1.68751e-21,1.32101e-21,1.61131e-21,1.24758e-21,1.53542e-21,1.19133e-21,1.17314e-21
6.89339e-21,7.0157e-21,6.82508e-21,5.7391e-21,3.99179e-21,5.60489e-21,3.74537e-21,4.42397e-21,4.53109e-21,3.14521e-21,3.51207e-21,3.18367e-21,2.34897e-21,2.35803e-21,2.10789e-21,1.83409e-21,1.70489e-21,1.42161e-21,1.27263e-21,1.09215e-21,1.00382e-21,8.66302e-22,8.05153e-22,7.16612e-22,6.18784e-22,6.37558e-22
5.34966e-22,5.92729e-22,8.78284e-22,9.73153e-22,1.03039e-21,1.47993e-21,1.23549e-21,1.6193e-21,1.27501e-21,1.31385e-21,1.01337e-21,1.03531e-21,1.43769e-21,1.0598e-21,1.08285e-21,1.83148e-21,1.42382e-21,1.4232e-21,1.38778e-21,2.41374e-21,1.25581e-21,1.58696e-21,1.43861e-21,1.97243e-21,1.29901e-21,9.66859e-22
5.18106e-22,5.46975e-22,6.62309e-22,5.42307e-22,7.01214e-22,8.41943e-22,7.8636e-22,1.21124e-21,8.65659e-22,8.4426e-22,8.04842e-22,6.72892e-22,7.70234e-22,8.91232e-22,9.77663e-22,1.11433e-21,1.21966e-21,1.3342e-21,1.25609e-21,1.09097e-21,9.7153e-22,1.27409e-21,8.30344e-22,1.15205e-21,1.26971e-21,1.34776e-21
