160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,
1.02798e-20,1.10528e-20,1.18863e-20,1.27851e-20,1.37508e-20,1.49333e-20,1.61196e-20,1.75314e-20,1.91483e-20,2.08971e-20,2.29767e-20,2.52491e-20,2.78949e-20,3.07886e-20,3.40957e-20,3.75576e-20,4.1486e-20,4.53238e-20,4.94818e-20,5.34327e-20,5.74987e-20,6.10689e-20,6.47102e-20,6.68243e-20,6.82382e-20,6.94145e-20,
4.97762e-20,5.06418e-20,5.09225e-20,5.13078e-20,5.0878e-20,5.06321e-20,4.99266e-20,4.9e-20,4.82209e-20,4.72502e-20,4.62545e-20,4.50816e-20,4.40005e-20,4.31125e-20,4.20935e-20,4.08974e-20,3.9765e-20,3.86896e-20,3.76869e-20,3.65579e-20,3.56343e-20,3.4664e-20,3.36965e-20,3.26379e-20,3.16224e-20,3.07711e-20,
2.37616e-20,2.28628e-20,2.20414e-20,2.1281e-20,2.05421e-20,1.98842e-20,1.92448e-20,1.87311e-20,1.82786e-20,1.76976e-20,1.72779e-20,1.68015e-20,1.63543e-20,1.59676e-20,1.55369e-20,1.51648e-20,1.48128e-20,1.42995e-20,1.39123e-20,1.35351e-20,1.32128e-20,1.27891e-20,1.24271e-20,1.20375e-20,1.17365e-20,1.14924e-20,
3.53217e-22,5.05885e-22,6.43624e-22,8.24044e-22,1.02062e-21,1.23902e-21,1.47013e-21,1.65112e-21,1.83129e-21,1.95941e-21,2.04779e-21,2.09555e-21,2.11751e-21,2.12475e-21,2.04833e-21,1.98817e-21,1.88689e-21,1.78609e-21,1.65977e-21,1.54047e-21,1.4127e-21,1.29047e-21,1.17534e-21,1.06001e-21,9.54281e-22,8.55508e-22,
8.6863e-21,7.94479e-21,7.24323e-21,6.43878e-21,5.56415e-21,4.51084e-21,3.71197e-21,3.11814e-21,2.67749e-21,2.05455e-21,1.70683e-21,1.41656e-21,1.34248e-21,1.05571e-21,8.28268e-22,7.28745e-22,6.85154e-22,6.22234e-22,5.77013e-22,5.26094e-22,5.15433e-22,5.2362e-22,5.07271e-22,4.93871e-22,5.15476e-22,5.13509e-22,
1.14435e-19,1.1514e-19,1.18158e-19,1.16344e-19,1.18184e-19,1.17445e-19,1.16861e-19,1.15269e-19,1.15291e-19,1.13753e-19,1.12547e-19,1.10984e-19,1.07947e-19,1.07048e-19,1.04899e-19,1.02326e-19,9.97435e-20,9.78158e-20,9.63472e-20,9.48062e-20,9.23164e-20,8.95628e-20,8.73571e-20,8.557e-20,8.37816e-20,8.10701e-20,
1.23941e-20,1.34181e-20,1.42452e-20,1.48009e-20,1.52572e-20,1.56221e-20,1.58151e-20,1.5923e-20,1.61797e-20,1.5833e-20,1.54954e-20,1.51998e-20,1.48022e-20,1.4497e-20,1.39443e-20,1.3123e-20,1.26028e-20,1.18335e-20,1.09668e-20,1.00007e-20,9.03248e-21,8.02226e-21,7.28067e-21,6.41512e-21,5.53605e-21,4.80961e-21,
3.12936e-20,3.08158e-20,3.04728e-20,3.02652e-20,3.0041e-20,2.99482e-20,2.98975e-20,2.98882e-20,2.99137e-20,3.00973e-20,3.02303e-20,3.04714e-20,3.04794e-20,3.05885e-20,3.06322e-20,3.06127e-20,3.05066e-20,3.01926e-20,2.96732e-20,2.91629e-20,2.85353e-20,2.78712e-20,2.70337e-20,2.64698e-20,2.54078e-20,2.48455e-20,
1.84548e-20,1.67942e-20,1.50033e-20,1.34928e-20,1.20167e-20,1.06273e-20,9.37646e-21,8.28442e-21,7.3036e-21,6.44228e-21,5.65313e-21,5.03427e-21,4.37402e-21,3.85349e-21,3.38413e-21,2.98959e-21,2.61422e-21,2.30484e-21,2.03058e-21,1.76916e-21,1.56314e-21,1.37575e-21,1.20366e-21,1.05837e-21,9.49066e-22,8.25895e-22,
